Carroll O'Connor
Riley Parker
Amanda Fish
Marlene Forte
Harry Lennix
Lady of the Green Kirtle
Chris McCaughan
Sufjan Stevens
Jim Conroy
Warren Zevon
Stanley DeSantis
Brawley Guitars
Eddie Vinson
Merrie Amsterburg
Dragana Novak (Alex Rider)
Mark Renton
Bonnie Bedelia
Archie Mayo
Bertha Mann
James Dewees
Mary Lee Robb
Alex Spanos
John Schneider (screen actor)
Bruce Warner (Shortland Street)
Ran Danker
Theresa Wayman
Clarence Wilson (actor)
Roy Best (prison warden)
Mavie Marcos
Bess Meredyth
May McAvoy
Tom Harmon
Billie Burke
Richard Marx
Rodion Raskolnikov
Ben Harper
Sara Blakely
Ruth Warrick
Pino (fictional character)
Del Tenney
Louan Gideon
Steve Staley
John Aniston
Serena Bishop
Suman Sridhar
Faizon Love
Ed Ames
Germaine Bazzle
Peter Tevis
Yodelin' Slim Clark
Bob Readick
Ben Andrews (actor)
Phoebe Kreutz
Mary Louise Wilson
Charles Halton
Judy Grafe
John David Carson
Sigal Erez
Sandy Becker
Melinda Gordon
Alice Howell
Whitfield Connor
Gennie James
V. M. Varga
Franklin Pierce
Category:Terry and the Pirates
Linh Nga
Sheldon Allman
Darrell Huntley
Raymond Edward Johnson
Harris Yulin
Jennifer Billingsley
Charles Howerton
Brett Smiley
Gloria Hatrick McLean
Muriel Evans
Nora Marlowe
Mercy Olubunmi
Richard Rockefeller
Bill Scott (voice actor)
DeWitt Jennings
Gary Finneran
Jonathan M. Nelson
Linné Ahlstrand
Sara Watkins
Jontavious Willis
Glen Sherley
James Pickens Jr.
Peggy Ahern
Ann Woodward
James MacArthur
Louise Post
Christine Daaé
Catherine Bach
Del Rendon
Category:Miss Marple
Ricca Allen
Sandy B
Lenny Williams
Jimmie Adams
Lisa Kudrow
Lila Shanley
Mart McChesney
R. B. Greaves
Mary Chapin Carpenter
Pete Mayes
Brian Geraghty
Laurie Bartram
Linda Fiorentino
Liz Mikel
Perry King
Beata Poźniak
Marion Crane
Edna Mae Robinson
Jason Stollsteimer
William F. Austin
Reta Shaw
Ruta Lee
Serena Campbell
J.D. Stooks
Fantômas
Category:Films based on Nancy Drew
Darwin Karr
Mrs. Twit
Thomas Hardie Chalmers
Agnes Grey
Richard Morris (actor)
Naomi Striemer
Derek Mears
Adam Thorn
Elizabeth Hartman
Raquel Watts
Miss Peach
Biff Elliot
Robin Bain
Steve Cohen (businessman)
Clara (Mirbeau)
Sven Hugo Borg
Peggie Castle
Brandan Schieppati
Zoe Heriot
Justin Jones (singer-songwriter)
Pat Stevens
Rishi Shah
Chuck Hayward
Bernice Blackstock
Alice Clark (singer)
Shari Lewis
KORR-A
Mitchelle'l
Tzi Ma
Glinda the Good Witch
Chanel Oberlin
Sue Snell
Eulabelle Moore
Miguel (singer)
Edward Gaylord
Leah Randi
Matthew Perryman Jones
Royal & the Serpent
Kurt Kaiser
Sumner Redstone
Frances Starr
Ayla (Earth's Children)
Mark Arnold (actor)
Todd Phillips
Jenny Gago
Inez Catalon
Sam Polo
Andy Buckley
Marguerite Snow
Mrs Bardell (Pickwick Papers)
Restaurant Brands International
Tanya Blount
Kiel Martin
Bob Sherman (actor)
Cathy Cavadini
Rocky Carroll
Joseph Striker
Caroline Cooke
Henry Swieca
Ja'Net DuBois
Henry Judd Baker
Al Ferguson
Paul Hurst (actor)
Oscar Martinez (The Office)
Carolyn Wonderland
Josh Gad
Leah Lail
Julia Easterlin
Jack Nicholson
Singin' Sammy Ward
Perry Askam
Jamie Rowe
Edwin Luke
Jimmy Neutron
Ellen Burstyn
Halie Loren
Dorothy Abbott
Jonathan Banks
Sheldon Solow
Category:Massimo Zanetti
May White
Anne Shirley (actress)
Gary Rollins
Richard Brake
Lucy Rickman
Cindy Herron
Timmy Everett
Ouida Bergère
Chauncey Gardiner
Maria D'Luz
Anji Kapoor
Lauren Wood
Shola Adisa-Farrar
Monica Dogra
Ripred
David Alan Smith (actor)
Paul Reed (actor)
Lloyd (singer)
Piper Perabo
Elliott Reid
Zelma Davis
Melanie Martinez
Lili Gentle
Chris Kahl
Quincy Coleman (singer)
John Beasley (actor)
Amos Brearly
Kate McGarry
Geraldine Granger
Leila Holterhoff
Donna Windsor
Helen Kleeb
Doris Kenyon
Eileen Sedgwick
Marjorie Rambeau
Muriel Frances Dana
Peter La Farge
Lydia Yeamans Titus
Saycon Sengbloh
Motorola Mobility
Kathy Brown
Laura Leighton
Ralph Bellamy
Marilyn Harris (actress)
Rex Gallion
John Getz
Judah Ben-Hur
Amanda Carrington
Greg Guidry
Palbasha Siddique
Shirley Knight
Abigail Washburn
Templeton Fox
Donny Hathaway
Thomas F. Frist Jr.
Bobby Murphy (businessman)
John Wesley (actor)
Roy English
Fergie (singer)
Ben Cooper (musician)
Troja (singer)
Norman D. Wilson (actor)
Turhan Bey
Nedelle Torrisi
Kenan Thompson
Joni Sledge
Category:American male characters in television
Percy Sledge
Luther Rabb
Pam Willis
Mr Twit
Suzan Ball
Little Mack Simmons
Fearless Photog
Don Stewart (actor)
George Ortuzar
Peter Lupus
Leanne Battersby
Ethan Suplee
Dan Fogler
Alice Pearce
Kat Slater
Courtenay Taylor
LaKiesha Berri
Sally Insul
Donald Woods (actor)
Michael McCary
Christina Chang
Christian LeBlanc
Lani Renaldo
Lamont Sincere
Frankie Lymon
The Armstrong Twins
Homesick James
Rubye De Remer
Tom Hunter (singer)
Mare Winningham
Melody Jones
Matthew Del Negro
Leo Carrillo
Egon Spengler
Christopher Walken
Addison Richards
Johnnie Johnston
Franc Luz
Darrell Thomas Utley
The Emperor's New Clothes
Rikki-Tikki-Tavi
Vic Gilliam
Beverly Mae Wilson
Eleanor Caines
Al Alberts
Watto
Josh Hall (One Life to Live)
Beatriz Escalona
Sleepy Brown
Sandra Knight
Sarah Williams (Labyrinth)
Heidi Klum
Paul Sorvino
Fred F. Sears
Tyler Hilton
Evie Hayes
Jodie Sweetin
Quacker (Tom and Jerry)
Paul Coker (EastEnders)
Iago
Johnny Depp
Merlin Olsen
Ellen Gerstell
Sookie Stackhouse
Joe Pesci
H. Bruce Humberstone
Scarlett Valentine
Tress MacNeille
Pokey LaFarge
Helen Ainsworth
Hadda Brooks
Edythe Wright
Isabella Braña
Joseph (comics)
Florence Freeman (actress)
Jeremy Piven
Bill Thompson (voice actor)
Steve Susskind
Bobbie Spencer
Ciaran McCarthy
Forrest Compton
Kenneth Feld
Charlie Burg
Ann Gillis
Afemo Omilami
Kaaren Verne
Angie Watts
Heather O'Rourke
Tamara Mello
Charles Shaw wine
Eddie Jefferson
Nancie Banks
Nelson Olmsted
Susanne Zenor
Chris Owen (actor)
Brad Howell
Bix Brent
Sprite (Eternal)
Freddie Steele
Justin Gaston
Apollo Smile
George Baldi III
Kerry Washington
Son Seals
Pinetop Perkins
Friday (Robinson Crusoe)
Claude Cooper (actor)
Arnold Vosloo
Donald Madden
Blake Wise
Category:Ferrero SpA
Brandon Kellum
Jim Fenner
Hank Azaria
Elaine Giftos
Tim Wilson (comedian)
Auric Goldfinger
Esther Walker
Lindsay McCaul
John Blyth Barrymore
Helen Ware
Sam Cooke
John Slattery
Linda Hunt
Alan Curtis (American actor)
Barbara Thornton
Robert Logan Jr.
Danny Thomas
Roselyn Sánchez
Louise O'Brien
Don Briscoe
Doc Pomus
Syed Masood
Bobby Simpson (Home and Away)
Louis Quinn
Papa Charlie Jackson
Nedra Johnson
Chief Thunderbird
Adelaide Hall
El Brendel
Shapoklyak
Jerry Roush
Jaxon Lee
Kate Jackson
Sanford Diller
Jane Fonda
Nancy LaMott
Joan Alexander
Reiko Sato
Jeffrey Jones
Allen Holubar
Paul Kandel
Diana Allen
Jimmy Velvit
Robinson Crusoe
Maude Turner Gordon
Hannah Martin
Robert Milli
Smashie and Nicey
Aaron Watson
Robert Henderson (actor)
Morgan Farley
Haunani Minn
Mercy Dee Walton
Linda Carter
Oscar Seagle
Larry Ellison
Melissa Lefton
Adrienne Dore
Richard Grieco
Jack Ross (musician)
Lil Gotit
Phil Coulson
Yishai Romanoff
David Carroll (actor)
Peter DeLuise
O'Landa Draper
Dawn Cunningham
James Ford (One Life to Live)
Julianna McCarthy
Jim Reeves
William Kendis
Robert Drouet
Blind Alfred Reed
James Moody (saxophonist)
Edward Blatchford
Owen Temple
Arie Belldegrun
Dallas Hodge
Katherine Call Simonds
Stephen Furst
Elizabeth Montgomery
Beatrice Maude
Robyn Hilton
Tony Bill
Fred Ball
Drexl Spivey
Margaret Young
Curtis McHenry
Pamela Tiffin
Lars Frederiksen
Justin Roberts (musician)
Beverly Todd
Steph Lecor
Michael Michele
Spottiswoode Aitken
Lester Allen
Leslie Carlson
Nick Fallon
Spike Spencer
Fred DeLuca
Patrick Bateman
Dolores Fuller
Olive Brasno
Helena Kallianiotes
Pete Yorn
Eric Stoltz
Jordan Hill (singer)
Fritzi Ridgeway
Reggie Sears
"Boyd ""Red"" Morgan"
Craig Valentine
Scott Cooper (director)
Raury
Dina Meyer
Seth Mosley
Ken Ober
Danny Tamberelli
Anne Windfohr Marion
Claudia Zacchara
Jack Conway (filmmaker)
Zoe Perry
Natsu Dragneel
Cherami Leigh
Jenny Beck
Shireen Crutchfield
Leibele Waldman
Jeffrey Combs
C. P. Spencer
Daniel Wolek
Danni Stark
Eddie Foy Jr.
J. Morris Foster
Jean Chapel
Marguerite Whitten
Johnny Barfield
Alfred Karnes
Gladys Bentley
Molly O'Day (singer)
Pugsley Addams
Matt White (musician)
Robert Dix
Lacey Sturm
Curt Boettcher
Cheryl Deserée
Beverly Long (actress)
Skip Battin
Kristina Anapau
Daario Naharis
Robert Friedland
Sara Groves
Carolina White
Anne Ramsey
Macdonald Carey
Dana Eskelson
Marie Nordstrom
Tom Atkins (actor)
Denyse Tontz
Ira Louvin
Andrea Beaumont
Zach Slater
Mary Beth Hughes
Wayne Allwine
Bill Davidson (businessman)
Barry Sadler
Freddie McClair
Marc Colombo
Patricia Elliott
Dylan LeBlanc
Pall Corporation
Georgia Schmidt
Cookie Mueller
Viola Barry
Lee Dixon (actor)
Chief Red Fox
Peri Brown
Eva Condon
Peggy Moran
Shelly E. Johnson
Elizabeth Gillies
Inspector Japp
Thomas B. Hagen
John Anderson (musician)
Malin Åkerman
Charles Gunn (Angel)
Charlotte Henry
Nan Wynn
Peter Thiel
Ann Dunnigan
Bob Morane
B Angie B
Pat Hartigan (actor)
Michael O'Shea (actor)
Justin Kiriakis
Nicholas King
Richie Tozier
Josh Gallagher
Marcus Ewert
Winifred Greenwood
Grant Mitchell (Home and Away)
Conrad Bain
Roberts Blossom
Mighty Morphin Power Rangers
Michael Clarke Duncan
Le Tari
Shane Dawson
Barbara Lang (film actress)
Stubby Kaye
Vinnie Kruse
Lila McCann
Harry Harvey Sr.
Xenia Onatopp
Christine Hoberg
Talking Funny (television special)
Laura Horton
Adrian Morris (actor)
B.C. Camplight
Jim Backus
Jackie Cruz
Buddy Gorman
Bruno Kirby
Sissy Spacek
Miss Bates
Debbie Dean
Laila Robins
Lauriana Mae
Ronnie Bowman
Harvey Fierstein
Alex Jacke
RaeLynn
Tony Holden (Home and Away)
Gloria Vanderbilt
Ron Davies (songwriter)
Grace Black
Just Sam
Brett Young (singer)
George Fisher (musician)
Joe Goldberg
Ford Rainey
Marta Golden
Nick Carter (musician)
Dick Curless
Risë Stevens
Kate Wilkinson
Jessicka
George Randolph Hearst III
Ross Bagley
Veronica Ballestrini
Arthur L. Williams Jr.
Delores Taylor
Lil Debbie
Selena Royle
Heather Locklear
Alan Bunce
Walter Law (actor)
Israel Houghton
David I. Saperstein
Motley's Crew
Liv Tyler
Howard Caine
Jack Creley
Brent Anderson (singer)
Dana Plato
Marion Sandler
Lady of the Lake
Jack Anglin
Desirée Goyette
Alex Fernandez (actor)
Hope Hampton
Joey Fatone
Kevin Groob
Camille Raquin
J. Madison Wright Morris
Kathryn Morris
Darren Osborne
Pippin Took
Meg Ryan
Lucy Neale
Jean Willes
Puma Jones
KaDee Strickland
Storm Shadow (G.I. Joe)
Ryat
Cary Judd
B.Slade
John Clarence Stewart
Pete Nischt
Jane Bryan
Walter Scott Jr.
Majandra Delfino
Dan Hicks (actor)
Gigi Morasco
Category:Playboy characters
Jon Gibson (Christian musician)
Farrah Phelan
Ida Conquest
Marla Shelton
Hanna (character)
Donnie McClurkin
Isabel Dawn
Worthington Miner
Jessica Campbell
Charles McGraw
Susan Anton
Paul Sikes
Iona Morris
Sara Adler
Lacey Brown
Arlo and Janis
Michael Bunin
Sarah Schaub
Dorothy Loudon
Clay (Less Than Zero)
Brigid Bazlen
André De Shields
Electra Woman and Dyna Girl
Edie Brickell
Holly Cunningham
Tojo Yamamoto
Omar Gooding
Sally Struthers
Dorothy Lee (actress)
Lucy Heartfilia
Ainslie Pryor
Michael Conrad
Frances Foster
Earl Metcalfe
Jay Wilsey
James Bond (literary character)
Amy Douglass
Kasi Lemmons
Darlene Tompkins
Martha Wash
Laura Ashley Samuels
Griffin House (musician)
Krazy Kat
Bessie Toner
Master Man (Fawcett Comics)
Pietje Bell
Harry C. Browne
David Lodge (voice actor)
Bernadette Withers
John Benjamin Hickey
Eden Riegel
Junior Coghlan
Savannah (actress)
Jon Cedar
Gavin Becker
Robert Clugston
Amy Smart
Alec Benjamin
Adrianne Gonzalez
Bob Hastings
Barbara Bain
Steffanie Borges
Michael Galeota
Master Humphrey
Sol Patrick
Josh Rouse
Richard Vernon (bass)
Damon Grant
A.W. (musician)
Willie Aames
Tarrant Hightopp
Betty Compton
Anthony Ray Parker
Sky Saxon
Shauna Bradley
Jinx Falkenburg
Maggie Pierce
Sabrina Scharf
Ellis Rabb
Charles Malik Whitfield
Britt Nicole
Kang and Kodos
Bo-Katan Kryze
Priya Kapoor
Sally Cairns
John Spacely
Forrest Preston
Derek Shepherd
Rick Reynolds
Eva Jessye
Erik Per Sullivan
Rowena Cook Baggerly
Angelica Page
M. Shadows
Rebecca Creskoff
Sally Payne
Paris Hilton
Brian Donlevy
John P. Ryan
Jan Bart
Rick Vincent
Nancy Allen (actress)
Jeanette Jurado
Chris LeDoux
Leland (musician)
Lucas Black
Christian Haren
Kate Baldwin
Marquita Rivera
Sydney Chaplin (American actor)
Jaqueline Negron
AJ Ahmed
Ashley Peacock
Frank Whitson
Eva Gabor
Sam Spade
Ronnie Schell
Amber Coffman
Jolene Brand
Juliet Burke
Bridget Hoffman
Category:Animation about werewolves
Sunset Carson
David Byrne
Earl Billings
"Moses ""Whispering"" Smith"
Jim Jannard
Ted Leonsis
Zeb Turner
Joe Ricketts
Jessi Alexander
MJ (Marvel Cinematic Universe)
Robert Axelrod (actor)
Backwards Sam Firk
Cameron Richardson
Isaac Scott (musician)
Fay Holden
Leroy McGuirk
Ebon Moss-Bachrach
Jared Evan
Herbert Rudley
Louis King
Al Neri
Charles Sellon
Ronnie Van Zant
Dennis Franz
Cam (singer)
Kane Hodder
Erford Gage
Raquel Castro
Karen Sharpe
Adam Samuel Goldman
Melliangee Pérez
Karen Dyer
Heather Headley
Larry Hall
Apesanahkwat
Colin Hanlon
Tom Verlaine
Lele Pons
Rivers Cuomo
Mike Binder
Suzy Amis Cameron
Wheeler Dryden
Ice-T
Bobby Bloom
Marvin Loback
Roy Stuart (actor)
Honey Wright
Ashley (singer)
Kane Jenkins
Diane Goldman Kemper
Robin Zander
Lani O'Grady
Robotman (Cliff Steele)
Richard Stanton
Richard Crenna
Toby Mangel
Dorothy Hall (actress)
George Murdock (actor)
Molly Picon
Jul Big Green
Jay Harrington
Scrapper Blackwell
Betty Brice
Georgia Backus
James Neill (actor)
Jordan Ridgeway
Michael Penn
Johnno Dean
Joseph J. Dowling
Cristian Vega (One Life to Live)
Elmo Lincoln
Thirteenth Aunt
Rick Vallin
Arif S. Kinchen
Meshell Ndegeocello
Jimmie Lee Robinson
The Powerpuff Girls (characters)
Diana Scarwid
Robert Lees
Edna Pendleton
Doris Packer
Lance Loud
Willa Pearl Curtis
JBT Corporation
Joyce Compton
Aldrich Bowker
Jack Osborne
Billy Barty
Slater Rhea
Ice Cube
Hägar the Horrible
Shirley Goodman
Shub-Niggurath
Onitsha (musician)
Joe Raposo
Stan Carter
Harley Jane Kozak
Dion Basco
Jim Hopper (Stranger Things)
Hugh Brannum
Alex Arrowsmith
Tyler McVey
Patsy Montana
Phil Dunham
Lizé Santana
Heather Matarazzo
Draco Malfoy
Lynda Kay
John Huston
June Havoc
Heather Youmans
Tom Willett
Grouper (musician)
Anne Kahu
Bruce Guerin
Kevin Ceballo
Ione Skye
Brian Carpenter (musician)
Angel Parrish
Emile Hirsch
Daryn Hinton
Victoria Dillard
Christy Baron
Kim O'Brien
Jason Evers
Paloma Ford
Lou Rawls
Hank Mann
Sara Bareilles
Victoria Grayson
Penny Widmore
Julien Baker
Carl Costello
Rosa King
Michael Sabatino
Isabella Toscano
Merta Sterling
Tony Saletan
Curtis Reed (Home and Away)
Marcus Chong
Daniel Pritzker
Nick Searcy
Romola Remus
Roy Glover
Dennis Quaid
Ruth Dwyer (actress)
Melonie Cannon
Herman Timberg
Kayla Parker
Julian Beck
Joe Brown (actor)
Julius Frankenburg
Paul Connor (Coronation Street)
Tyson Ritter
Robin Stille
Brooklyn and Bailey McKnight
Toryn Green
Steve Van Wormer
Lew Temple
Kane Richmond
Jerry Hausner
Pete Tyler
Spike Lee
"Julius Knipl, Real Estate Photographer"
John Altieri
Francis Xavier McCarthy
James Russo
John Willard (playwright)
Julie Bowen
Lupe Ontiveros
Judd Holdren
Kurt Kreuger
Louise LaPlanche
William Pennell
Ern Westmore
Christopher Cross
Jason Wingreen
Bobby Helms
Larry Anderson (actor)
Arvella Gray
Jon Pardi
Category:Topps Comics characters
Georgia Gibbs
Michonne
Norman Foster (director)
Daniel Cartier
Sonya Isaacs
Ryan Shaw
Kate Aldrich
Michael Horton (actor)
Jay Marchant
Ted Demme
Billy Stewart
Ethel Lynne
Johnny Allen (EastEnders)
Paul Priestly
Rose Hobart
Vivian Alamain
Michaela Shiloh
Chrissy Costanza
Greta Keller
Julie Bovasso
Bernard Marcus
Taylor Holmes
Reneé Austin
Leonard Litwin
Maddy Young
Lucky Daye
Casey Dienel
Mildred Holland
Marceline Hugot
Ted Lewis (voice actor)
Johnny Hazard
Miguel Ferrer
Jive Jones
Tay Dizm
Joyce Van Patten
Vivian Rushmore
Henry Bean
Nan Halperin
Don Vultaggio
Abra Durant
Noah Gordon (singer)
Adam G. Simon
Arielle Jacobs
Brenda Vaccaro
John Tyler
Gunnar Gehl
Tilman Fertitta
George Dunn (actor)
Dolby Surround 7.1
Ted Knight
Rita Freeman
Rosalie Sorrels
K. Michelle
Heidi Montag
Kitty Pryde
Anthony Martini
Nelson Leigh
Justin Lanning (musician)
Jun Fujita
Tom Murray (actor)
Bob Amsberry
Jeannetta Arnette
Eva Price
Tiger Lily (Peter Pan)
Muriel Ostriche
Marj Dusay
Eren Ozmen
Vicky Lane
Mary Nolan
Puchi Balseiro
Hester Prynne
Scoey Mitchell
Rosa Speer
Vera Steadman
Mathew St. Patrick
Malvina Longfellow
Manitowoc Cranes
Amanda Green
Maclyn Arbuckle
Rachael Lillis
Edmonia Henderson
Ryan Kelley
Milton Berle
Frances Forever
Michael Blodgett
Leslie Charleson
Revella Hughes
Helen Lynch
Doris Coley
Waylon Jennings
Emily Rutherfurd
"Wanda ""Baby"" McCullough"
Frau Farbissina
Ravi Hutheesing
James Gammon
Tauren Wells
Ella Hall
Chris Marquette
Teresa Bryant
Z LaLa
Louis Waldon
Francis X. Bushman Jr.
Ian Axel
Alan Partridge
Barbara Stanwyck
Ken Jeong
Bobby Lauher
"Alex Wong (producer, musician)"
George Dickerson
Heather Trott
Seventh Doctor
Keith Ferguson (voice actor)
Easton Corbin
Ivan Moody
Rafaela Ottiano
Prince Myshkin
Geordi La Forge
Devon Sproule
SoloPower Systems
Douglass Montgomery
Chris Noth
Michaela Watkins
King Princess
Franklin Otis Booth Jr.
Rey (Star Wars)
Ellen Bry
Tom Dundee
Joanne Cardsley
Roy Acuff
Betty Buehler
Josephine Premice
Vivian Prescott
Sara Martin
Calvin Richardson
Jason Gould
June Caprice
Bob Haymes
Jyn Erso
Ryan Lee (Home and Away)
John Myhers
BJ the Chicago Kid
Carole Lombard
Noah Gundersen
Sandy Jameson
Jacob Smith (actor)
Thomas Jackson (actor)
John F. Kennedy
James Costigan
Bernie McCullough
Suzanne Cryer
Randy Wagstaff
Robert Clohessy
Lee Chamberlin
Angel Batista
Sarah Laine
Gabriel Garzón-Montano
Mary Johnson (singer)
Tiffany Gouché
Charles King (character actor)
Chris Wallace (musician)
Jennie Lee (American actress)
Lady Crush
Papa Lazarou
Jacqueline Scott
Barbara La Marr
Linda Ronstadt
Kelontae Gavin
Arthur Ashley
Justine Jones
Albert Hall (actor)
Seymour Milstein
Joe Scully
Mike Simmrin
Ben Silbermann
Libby (Lost)
Lily Collins
Janee Michelle
Carole King
Felicity Scully
Ace Kilroy
Charlotte Merriam
Joe Rock
Bunker Hill (musician)
Margeaux
Mike Baker (singer)
Timothy Gray
George Brent
Gordon Hunt (director)
Jerry Cantrell
Kyle Echarri
Jackie Tyler
Marion James
Trey Parker
Odell McLeod
William V. Ranous
John G. Adolfi
Eddie Mapp
Curtiss Cook
William C. Watson
Paige Matheson
Maree Cheatham
Piter De Vries
Asia Cruise
Laura Harring
Pat Carroll
Lillian Miles
Marvin Gaye
Nurse Ratched
Ronald Reagan
Charles Cummings (actor)
Boob McNutt
Peter Michael Goetz
Royce D. Applegate
Laura Nelson Hall
Gertrude Jeannette
Saw Gerrera
Mickey Singh
Mark Janicello
C. Lindsay Workman
Michele Detwiler
Karin Anna Cheung
Sally Phipps
Rose Stone
Tito Vuolo
Geraldine Farrar
Annie Dutton
Téa Delgado
Cardi B
James F. Kelly
Jon Lormer
Boss Hogg
Freda Payne
Linda Hamilton
Willie Hutch
Scott Irby-Ranniar
Dixie Dugan
Rodd Redwing
Christine Cavanaugh
Peter Boyle
Ann Hearn
Tina Lifford
Sinead O'Connor (Hollyoaks)
Connie Russell
Kenneth Nelson
Michael Dyne
Robert Lewis (director)
How to Dress Well
Goddess Bunny
Walter Pidgeon
Jean Seberg
Mason Morgan
Regulo Caro
Amy Wright
Richard Gant
Craig Kilborn
Raymond Severn
Peter Cookson
Michele Ragusa
Gamble Rogers
Bryce Dallas Howard
Robin Givens
Viveka Davis
Patrick Davis (musician)
Patrick Aleph
Shmoo
Drake White
Dwele
Ruth Cummings
R. Daneel Olivaw
Jake Dean
Gordon Moore
Ernest Hilliard
Rachel Baiman
Del Porter
Lillian Knight (born 1883)
Rosella Towne
Željko Ivanek
John DiMaggio
Lucas Scott
Stella Karamanlis
Norman Brown (guitarist)
Eric Linden
Robert Blake (actor)
Casey Carswell
Thomas Tomone
Tune Twisters
Michael Dunn (actor)
Richard S. Castellano
Desmond Hume
Gale Storm
Edsel
Thomas Jefferson Byrd
Genie Francis
Virginia Vale
Sol Goldman
Willy Mason
Liamani Segura
Debbie Deb
Neva Gerber
Shar Jackson
Aletra Hampton
Cree Summer
Rita Rudner
Leonard Schleifer
Elia Kazan
Category:John Quincy Adams
Ken Sansom
Marianne Gravatte
Natalie Wood
Alan Rosenberg
Charles Moothart
Peter Sacco
Lady Death
William Sanderson
Arda La Croix
"William Elliott (actor, born 1879)"
Joseph Hazelton
Lillian Kemble
Kimberly Norris Guerrero
A. J. Bakunas
Kelleigh Bannen
Yank Rachell
Joseph Anders
Rachael Bella
Octavia Spencer
Lane Turner
Olive Young (actress)
"Nick Adams (actor, born 1931)"
David Homyk
John Cameron Mitchell
Cherry Jones
Ginny (Friday the 13th)
Florence Reece
Ally Walker
Ryan Beaver
Sammy Jackson
Maude Fulton
David Yost
Lonnie Pitchford
Cersei Lannister
Frank Beal
Adam LaVorgna
Ted McGinley
Anita Colby
Vanita Smythe
Alla Nazimova
Flash Gordon
Ollie Powers
Suzanne Storrs
Bradley Hathaway
Travis Kalanick
Jennifer Mudge
Emily Ann Roberts
Dennis Watkins
John Tibbs
Grant Austin Taylor
Jonathan Goldstein (actor)
Rex Everhart
Jeff Chance
Ann Jillian
Helen Bennett (actress)
Sharon Strzelecki
Martha Byrne
Scotty Beckett
David Huffman
Lamont Bentley
McDonald's
Lee Marvin
Pernell Roberts
Constance Cummings
Saul Bennett
Harrel Tillman
Leif Erickson (actor)
Charles Anderson (vocalist)
Nina Axelrod
Candy Moore
Ty Dolla Sign
Vinnette Justine Carroll
Wes Studi
Bob Hope (Emmerdale)
O. Z. Whitehead
Sunny (singer)
Maggie Walsh
Michael Shannon
Taylor Walker (Days of Our Lives)
Jackie Marone
Carl King
Peter Jason
Lee Van Cleef
Mike Wallace
Dulcinea del Toboso
Anne Barton (actress)
Lionel Stander
Cassandra Cain
Ryan Hurd
Rob Stone (actor)
Sammy Blum
Bill Chinnock
Robert Pritzker
Peg Phillips
Malcolm St. Clair (filmmaker)
Bobby Pulido
Chuck Billy (vocalist)
Stephanie Hodge
Gussie Fink-Nottle
Olivia Birkelund
Roger Bowling
Agnes Moorehead
Clayton LeBouef
Erin O'Brien-Moore
Clay Davis
James Parrott
Judy Farrell
Jim Halpert
Butterworth Stavely
Laura Shay
Larry Hankin
Aden Jefferies
Jason Kane (Doctor Who)
Charlene Kaye
Brienne of Tarth
Ayda Field
Jesse Graves
Marina Sirtis
Jerry Orbach
Harry Richman
Constance Forslund
Adam Foroughi
Nappy Brown
Hannah Schaefer
Superman (1978 film series character)
Melisandre
Greg Antonacci
Frank Spencer
"James Lee ""Dallas"""
Julia Swayne Gordon
Murray Salem
Dick Williams (singer)
John Kelly (actor)
Anne Lindsey
Miraz
Barbara Babcock
George McKay (actor)
Rebecca Lynn Howard
Emilio Cueto
Sean Nelson
Cub Koda
Masi Oka
Gary Magness
Ashley Putnam
George Lopez
Hesta Prynn
Kim Raver
Johnny Otis
Matthew Wood (sound editor)
Doda Conrad
Lori Heuring
Wonderful Smith
Kenneth D. Tuchman
Amy Arnell
Fred Herko
Bailey Chase
Morgxn
Brett Harrelson
Gerry Bamman
Etta McDaniel
Kim Carnes
Frankie Stone
Olga San Juan
Molly Bernard
Ethan Rom
Peggy Fears
Stanhope Wheatcroft
Kaci Battaglia
Jim Davis (actor)
Nick Whitaker
Kent (guitar)
Jane Lauder
Richard DeVos
Norton Buffalo
Carl Benton Reid
Rich Dad
Sun-Hwa Kwon
Phillip Trent
Liev Schreiber
Tao Porchon-Lynch
Dallas McKennon
James Young Deer
Kate Mitchell (EastEnders)
Pip (Great Expectations)
Robert Stanton (actor)
Tay Zonday
Fred Crane (actor)
Kellyn Plasschaert
Chris Fronzak
Jeremy Enigk
Deborah Joy Winans
Clancy Cooper
Paula Winslowe
Maritza Petrović (Force 10 from Navarone)
Louise Troy
Spider-Man
Chayce Beckham
Preston Hanson
Jim Varney
Candice Daly
Shirley Mitchell
Barbara Weeks (radio actress)
Lori Loughlin
Leigh-Allyn Baker
Heather Lind
Jamie Davis (musician)
Marilyn Knowlden
"Johnny ""Big Moose"" Walker"
Julia Bruns
Baron Bean
John Darnielle
Marge Champion
Dennis Gillings
Golda Madden
Tara Kemp
Jake McKinnon
Fred Norbert Kelly
Helen Raymond
Nick Cravat
Monte Blue
Andy Sugden
Alexander Knaster
Wizard of Oz (character)
Katharine Rayner
Ruby Hill (singer)
Lola Pashalinski
Vicki Vann
Gloria Swanson
Bryan Lugo
Milton Ross
Susan Tolsky
Alfred Jingle
Arthur Haggerty
Catwoman
Randy Crawford
Ben Mitchell (EastEnders)
Chris Walla
George Clooney
Justin Tubb
Man with No Name
Claire Danes
Margaret Tallichet
Dorris Bowdon
Maurice Gosfield
Blind Willie McTell
Shailene Woodley
Naomi Campbell (Skins)
Darryl Braxton
